FormattedTitle;primary_code;index_entry;parsedCodes;tags;priority;id;charCount
Insuffisance mitrale congénitale;Q23.3;Insuffisance;"[""Q23.3""]";[];0;8122;32
Insufflation tubaire;Z31.4;Insufflation;"[""Z31.4""]";[];0;8123;20
Syndrome de résistance à l’Insuline type A;E13.60;Insuline;"[""E13.60""]";[];0;8124;42
Syndrome d’Insulino-résistance type B;E13.72;Insulino-résistance;"[""E13.72""]";[];0;8125;37
Tremblement Intentionnel;G25.2;Intentionnel;"[""G25.2""]";[];0;8126;24
Infection à Schistosoma: Intercalatum;B65.8;Intercalatum;"[""B65.8""]";[];0;8127;37
Lésion traumatique de vaisseaux sanguins Intercostaux;S25.5;Intercostal;"[""S25.5""]";[];0;8128;53
Névrome Interdigital du membre supérieur;G56.8;Interdigital;"[""G56.8""]";[];0;8129;40
Névrome Interdigital du membre inférieur;G57.8;Interdigital;"[""G57.8""]";[];0;8130;40
Ophtalmoplégie Internucléaire;H51.2;Internucléaire;"[""H51.2""]";[];0;8131;29
Intestin ;C26.0;Intestin;"[""C26.0""]";[];0;8132;9
Tumeur maligne secondaire du gros Intestin et du rectum;C78.5;Intestin;"[""C78.5""]";[];0;8133;55
"Intestin neurogène; non classé ailleurs";K59.2;Intestin;"[""K59.2""]";[];0;8134;39
Perforation de l’Intestin (non traumatique);K63.1;Intestin;"[""K63.1""]";[];0;8135;43
Syndrome de l’Intestin court dû à une thrombose;"K91.2; K55.0";Intestin;"[""K91.2"";""K55.0""]";[];0;8136;47
Syndrome de l’Intestin court dû à un volvulus;"K91.2; K56.2";Intestin;"[""K91.2"";""K56.2""]";[];0;8137;45
Intestin;Z94.88;Intestin;"[""Z94.88""]";[];0;8138;8
Intolérance olfactive;R44.8;Intolérance;"[""R44.8""]";[];0;8139;21
Intoxication aiguë par narcotiques;F19.0;Intoxication;"[""F19.0""]";[];0;8140;34
Intoxication aux Pénicillines;T36.0;Intoxication;"[""T36.0""]";[];0;8141;29
Intoxication aux Macrolides;T36.3;Intoxication;"[""T36.3""]";[];0;8142;27
Intoxication aux Tétracyclines;T36.4;Intoxication;"[""T36.4""]";[];0;8143;30
Intoxication aux Rifamycines;T36.6;Intoxication;"[""T36.6""]";[];0;8144;28
Intoxication aux Sulfamides;T37.0;Intoxication;"[""T37.0""]";[];0;8145;27
Intoxication aux Salicylés;T39.0;Intoxication;"[""T39.0""]";[];0;8146;26
Intoxication aux Opium;T40.0;Intoxication;"[""T40.0""]";[];0;8147;22
Intoxication aux Méthadone;T40.3;Intoxication;"[""T40.3""]";[];0;8148;26
Intoxication aux Autres narcotiques synthétiques;T40.4;Intoxication;"[""T40.4""]";[];0;8149;48
Intoxication aux neuroleptiques;T43.5;Intoxication;"[""T43.5""]";[];0;8150;31
Intoxication au lithium;T43.8;Intoxication;"[""T43.8""]";[];0;8151;23
Intoxication aux Laxatifs stimulants;T47.2;Intoxication;"[""T47.2""]";[];0;8152;36
Intoxication aux Laxatifs salins et osmotiques;T47.3;Intoxication;"[""T47.3""]";[];0;8153;46
Intoxication aux Ocytociques;T48.0;Intoxication;"[""T48.0""]";[];0;8154;28
Intoxication aux Autres topiques;T49.8;Intoxication;"[""T49.8""]";[];0;8155;32
Intoxication au plomb;T56.0;Intoxication;"[""T56.0""]";[];0;8156;21
Intoxication aux métaux lourds;T56.9;Intoxication;"[""T56.9""]";[];0;8157;30
Intoxication ;T65.9;Intoxication;"[""T65.9""]";[];0;8158;13
Intoxication par des nucléides transuraniens de métaux lourds;T66;Intoxication;"[""T66""]";[];0;8159;61
Tumeur lipomateuse bénigne des organes Intra-abdominaux;D17.5;Intra-abdominal;"[""D17.5""]";[];0;8160;55
Tuméfaction diffuse ou généralisée: Intra-abdominale ;R19.0;Intra-abdominal;"[""R19.0""]";[];0;8161;53
Lésion traumatique d’organes Intra-abdominaux;S36;Intra-abdominal;"[""S36""]";[];0;8162;45
Lésion traumatique de multiples organes Intra-abdominaux;S36.7;Intra-abdominal;"[""S36.7""]";[];0;8163;56
Lésion traumatique d’autres organes Intra-abdominaux;S36.8;Intra-abdominal;"[""S36.8""]";[];0;8164;52
Lésion traumatique: Autres organes Intra-abdominaux;S36.88;Intra-abdominal;"[""S36.88""]";[];0;8165;51
Lésion traumatique d’organe(s) Intra-abdominal(aux) et organe(s) pelvien(s);S39.6;Intra-abdominal;"[""S39.6""]";[];0;8166;75
Lésions traumatiques des organes intrathoraciques et Intra-abdominaux ou des organes intrathoraciques et pelviens;T06.5;Intra-abdominal;"[""T06.5""]";[];0;8167;113
Séquelles de lésion traumatique d’organes Intra-abdominaux et pelviens;T91.5;Intra-abdominal;"[""T91.5""]";[];0;8168;70
Souris Intra-articulaire;M24.0;Intra-articulaire;"[""M24.0""]";[];0;8169;24
Léiomyome Intramural de l’utérus;D25.1;Intramural;"[""D25.1""]";[];0;8170;32
Lacération et rupture oculaires avec protrusion ou perte de tissu Intraoculaire;S05.2;Intraoculaire;"[""S05.2""]";[];0;8171;79
Lacération oculaire sans protrusion ou perte de tissu Intraoculaire;S05.3;Intraoculaire;"[""S05.3""]";[];0;8172;67
"Tumeur maligne de l’appareil respiratoire et des organes Intrathoraciques; de sièges autres et mal définis";C39;Intrathoracique;"[""C39""]";[];0;8173;106
Tumeur maligne: Lésion à localisations contiguës des organes respiratoires et Intrathoraciques;C39.8;Intrathoracique;"[""C39.8""]";[];0;8174;94
Tumeur bénigne: Autres organes Intrathoraciques précisés;D15.7;Intrathoracique;"[""D15.7""]";[];0;8175;56
Tumeur lipomateuse bénigne des organes Intrathoraciques;D17.4;Intrathoracique;"[""D17.4""]";[];0;8176;55
Plaie ouverte associée à une fracture ou une luxation ou avec une lésion Intrathoracique;S21;Intrathoracique;"[""S21""]";[];0;8177;88
Lésions traumatiques multiples des organes Intrathoraciques;S27.7;Intrathoracique;"[""S27.7""]";[];0;8178;59
Lésion traumatique d’autres organes et structures Intrathoraciques précisés;S27.8;Intrathoracique;"[""S27.8""]";[];0;8179;75
"Lésion traumatique d’autres organes et structures Intrathoraciques précisés: Œsophage; partie thoracique";S27.83;Intrathoracique;"[""S27.83""]";[];0;8180;104
Lésion traumatique d’autres organes et structures Intrathoraciques précisés: Thymus;S27.84;Intrathoracique;"[""S27.84""]";[];0;8181;83
Lésion traumatique d’autres organes et structures intrathoraciques précisés: Autres organes et structures Intrathoraciques précisées;S27.88;Intrathoracique;"[""S27.88""]";[];0;8182;132
Séquelles de lésion traumatique d’organes Intrathoraciques;T91.4;Intrathoracique;"[""T91.4""]";[];0;8183;58
Lésion traumatique de muscles et de tendons Intrinsèques du pouce au niveau du poignet et de la main;S66.4;Intrinsèque;"[""S66.4""]";[];0;8184;100
Salmonellose non typhique Invasive;A02.8;Invasif;"[""A02.8""]";[];0;8185;34
Psoriasis Inversa modéré à sévère;"L40.8; L40.70!";Inversa;"[""L40.8"";""L40.70""]";[];0;8186;33
Inversion de l’utérus;N85.5;Inversion;"[""N85.5""]";[];0;8187;21
Inversion post-partum de l’utérus;O71.2;Inversion;"[""O71.2""]";[];0;8188;33
Mouvements Involontaires anormaux;R25;Investigation;"[""R25""]";[];0;8189;33
Iridocyclite syphilitique congénitale tardive;"A50.3†; H22.0*";Iridocyclite;"[""A50.3"";""H22.0""]";[];0;8190;45
Iridocyclite au cours de maladie parasitaire;"B89†; H22.0*";Iridocyclite;"[""B89"";""H22.0""]";[];0;8191;44
Iridocyclite au cours de maladie infectieuse;"B99†; H22.0*";Iridocyclite;"[""B99"";""H22.0""]";[];0;8192;44
Iridocyclite de la sarcoïdose;"D86.8†; H22.1*";Iridocyclite;"[""D86.8"";""H22.1""]";[];0;8193;29
Iridocyclite;H20;Iridocyclite;"[""H20""]";[];0;8194;12
Iridocyclite chronique;H20.1;Iridocyclite;"[""H20.1""]";[];0;8195;22
Iridocyclite due aux lentilles de contact;H20.2;Iridocyclite;"[""H20.2""]";[];0;8196;41
Irite syphilitique congénitale précoce;"A50.0†; H22.0*";Irite;"[""A50.0"";""H22.0""]";[];0;8197;38
Irite diabétique;"E14.30†; H22.1*";Irite;"[""E14.30"";""H22.1""]";[];0;8198;16
Leucémie secondaire due à l’Irradiation;C95.90;Irradiation;"[""C95.90""]";[];0;8199;39
Polynévrite due à une Irradiation;G62.8;Irradiation;"[""G62.8""]";[];0;8200;33
Affections pulmonaires aiguës dues à une Irradiation;J70.0;Irradiation;"[""J70.0""]";[];0;8201;52
Rectite due à une Irradiation;K62.7;Irradiation;"[""K62.7""]";[];0;8202;29
Scoliose après Irradiation;M96.5;Irradiation;"[""M96.5""]";[];0;8203;26
Phénomène de rappel d’Irradiation;T78.8;Irradiation;"[""T78.8""]";[];0;8204;33
Irritabilité cérébrale du nouveau-né;P91.3;Irritabilité;"[""P91.3""]";[];0;8205;36
Ischémie musculaire;M62.29;Ischémie;"[""M62.29""]";[];0;8206;19
Ischémie transitoire du myocarde du nouveau-né;P29.4;Ischémie;"[""P29.4""]";[];0;8207;46
Ischémie cérébrale néonatale;P91.0;Ischémie;"[""P91.0""]";[];0;8208;28
Ischémie traumatique d’un muscle;T79.6;Ischémie;"[""T79.6""]";[];0;8209;32
Ischémie traumatique des muscles du pied;T79.63;Ischémie;"[""T79.63""]";[];0;8210;40
Ischémie traumatique des muscles d’autre localisation;T79.68;Ischémie;"[""T79.68""]";[];0;8211;53
Surdité Ischémique transitoire;H93.0;Ischémique;"[""H93.0""]";[];0;8212;30
Myocardiopathie Ischémique;I25.5;Ischémique;"[""I25.5""]";[];0;8213;26
Ostéonécrose Ischémique;M87;Ischémique;"[""M87""]";[];0;8214;23
Zoster Ischiadicus;"B02.2†; G59.8*";Ischiadicus;"[""B02.2"";""G59.8""]";[];0;8215;18
Isolement prophylactique;Z29.0;Isolement;"[""Z29.0""]";[];0;8216;24
Tumeur maligne: Isthme de l’utérus;C54.0;Isthme;"[""C54.0""]";[];0;8217;34
Mouvements périodiques des Jambes au cours du sommeil;G25.80;Jambe;"[""G25.80""]";[];0;8218;53
Syndrome de(s) Jambes sans repos [Restless Legs Syndrome];G25.81;Jambe;"[""G25.81""]";[];0;8219;57
Ulcère de Jambe post-thrombotique;I83.0;Jambe;"[""I83.0""]";[];0;8220;33
Ulcère infectieux de Jambe;L97;Jambe;"[""L97""]";[];0;8221;26
"Syndrome oculo-urétro-synovial [syndrome de Reiter]; Jambe";M02.36;Jambe;"[""M02.36""]";[];0;8222;58
"Maladie de Still de l’adulte; Jambe";M06.16;Jambe;"[""M06.16""]";[];0;8223;35
"Kyste solitaire des os; Jambe";M85.46;Jambe;"[""M85.46""]";[];0;8224;29
"Ostéonécrose médicamenteuse; Jambe";M87.16;Jambe;"[""M87.16""]";[];0;8225;34
Lésions traumatiques superficielles multiples de la Jambe;S80.7;Jambe;"[""S80.7""]";[];0;8226;57
Plaie ouverte de la Jambe;S81;Jambe;"[""S81""]";[];0;8227;25
Plaies ouvertes multiples de la Jambe;S81.7;Jambe;"[""S81.7""]";[];0;8228;37
Plaie ouverte d’autres parties de la Jambe;S81.8;Jambe;"[""S81.8""]";[];0;8229;42
Lésion des tissus mous de stade I lors de fracture ouverte ou de luxation de la Jambe;S81.87!;Jambe;"[""S81.87""]";[];0;8230;85
Lésion des tissus mous de stade II lors de fracture ouverte ou de luxation de la Jambe;S81.88!;Jambe;"[""S81.88""]";[];0;8231;86
Lésion des tissus mous de stade III lors de fracture ouverte ou de luxation de la Jambe;S81.89!;Jambe;"[""S81.89""]";[];0;8232;87
Fractures multiples de la Jambe;S82.7;Jambe;"[""S82.7""]";[];0;8233;31
Fractures d’autres parties de la Jambe;S82.8;Jambe;"[""S82.8""]";[];0;8234;38
Fracture ouverte de la Jambe;"S82.9; S81.87!";Jambe;"[""S82.9"";""S81.87""]";[];0;8235;28
Lésion traumatique du nerf sciatique poplité interne au niveau de la Jambe;S84.0;Jambe;"[""S84.0""]";[];0;8236;74
Lésion traumatique du nerf sciatique poplité externe au niveau de la Jambe;S84.1;Jambe;"[""S84.1""]";[];0;8237;74
Lésion traumatique de multiples nerfs au niveau de la Jambe;S84.7;Jambe;"[""S84.7""]";[];0;8238;59
Lésion traumatique d’autres nerfs au niveau de la Jambe;S84.8;Jambe;"[""S84.8""]";[];0;8239;55
Lésion traumatique de la veine saphène interne au niveau de la Jambe;S85.3;Jambe;"[""S85.3""]";[];0;8240;68
Lésion traumatique de la veine saphène externe au niveau de la Jambe;S85.4;Jambe;"[""S85.4""]";[];0;8241;68
Lésion traumatique de multiples vaisseaux sanguins au niveau de la Jambe;S85.7;Jambe;"[""S85.7""]";[];0;8242;72
Lésion traumatique d’autres vaisseaux sanguins au niveau de la Jambe;S85.8;Jambe;"[""S85.8""]";[];0;8243;68
Lésion traumatique d’autre(s) muscle(s) et tendon(s) postérieurs au niveau de la Jambe;S86.1;Jambe;"[""S86.1""]";[];0;8244;86
Lésion traumatique de muscle(s) et de tendon(s) antérieurs au niveau de la Jambe;S86.2;Jambe;"[""S86.2""]";[];0;8245;80
Lésion traumatique de muscle(s) et de tendon(s) péroniers au niveau de la Jambe;S86.3;Jambe;"[""S86.3""]";[];0;8246;79
Lésion traumatique de multiples muscles et tendons au niveau de la Jambe;S86.7;Jambe;"[""S86.7""]";[];0;8247;72
Lésion traumatique d’autres muscles et tendons au niveau de la Jambe;S86.8;Jambe;"[""S86.8""]";[];0;8248;68
Lésions traumatiques multiples de la Jambe;S89.7;Jambe;"[""S89.7""]";[];0;8249;42
Jambe cassée ;T12;Jambe;"[""T12""]";[];0;8250;13
Lésion traumatique de la Jambe ;T13.9;Jambe;"[""T13.9""]";[];0;8251;31
Séquelles d’une fracture de la Jambe;T93.2;Jambe;"[""T93.2""]";[];0;8252;36
Lymphœdème avec ongles Jaunes;L60.5;Jaune;"[""L60.5""]";[];0;8253;29
Kyste du corps Jaune;N83.1;Jaune;"[""N83.1""]";[];0;8254;20
Tumeur maligne: Jéjunum;C17.1;Jéjunum;"[""C17.1""]";[];0;8255;23
Surveillance d’une primigeste très Jeune;Z35.6;Jeune;"[""Z35.6""]";[];0;8256;40
Syndrome de Johnston-Aarons-Schelley;"Q68.8; L85.9";Johnston-Aarons-Schelley;"[""Q68.8"";""L85.9""]";[];0;8257;36
Tumeur bénigne: Jonction recto-sigmoïdienne;D12.7;Jonction;"[""D12.7""]";[];0;8258;43
Morsure de la Joue et de la lèvre;K13.1;Joue;"[""K13.1""]";[];0;8259;33
Plaie ouverte de la Joue et de la région temporo-maxillaire;S01.4;Joue;"[""S01.4""]";[];0;8260;59
Plaie ouverte de la joue et de la région temporo-maxillaire: Joue;S01.41;Joue;"[""S01.41""]";[];0;8261;65
Plaie ouverte de la Joue et de la région temporo-maxillaire: Région maxillaire supérieure;S01.42;Joue;"[""S01.42""]";[];0;8262;89
Plaie ouverte de la Joue et de la région temporo-maxillaire: Région maxillaire inférieure;S01.43;Joue;"[""S01.43""]";[];0;8263;89
Plaie ouverte de la joue et de la région temporo-maxillaire: Autres parties et parties multiples de la Joue et de la région temporomandibulaire;S01.49;Joue;"[""S01.49""]";[];0;8264;143
Lésion due à des mesures Judiciaires;Y35!;Judiciaire;"[""Y35""]";[];0;8265;36
Lésion traumatique de la veine Jugulaire externe;S15.2;Jugulaire;"[""S15.2""]";[];0;8266;48
Lésion traumatique de la veine Jugulaire interne;S15.3;Jugulaire;"[""S15.3""]";[];0;8267;48
Jumeaux;O30.0;Jumeau;"[""O30.0""]";[];0;8268;7
Maladie de Kahler;C90.0;Kahler;"[""C90.0""]";[];0;8269;17
Maladie due au VIH avec sarcome de Kaposi;"B21; C46.9";Kaposi;"[""B21"";""C46.9""]";[];0;8270;41
Sarcome de Kaposi du palais;C46.2;Kaposi;"[""C46.2""]";[];0;8271;27
Sarcome de Kaposi d’organes multiples;C46.8;Kaposi;"[""C46.8""]";[];0;8272;37
Maladie de Kaschin-Beck;M12.1;Kaschin-Beck;"[""M12.1""]";[];0;8273;23
Kératite interstitielle syphilitique congénitale précoce;"A50.0†; H19.2*";Kératite;"[""A50.0"";""H19.2""]";[];0;8274;56
Kératite au cours de syphilis congénitale;"A50.3†; H19.2*";Kératite;"[""A50.3"";""H19.2""]";[];0;8275;41
Kératite interstitielle au cours de zona;"B02.3†; H19.2*";Kératite;"[""B02.3"";""H19.2""]";[];0;8276;40
Kératite au cours de rougeole;"B05.8†; H19.2*";Kératite;"[""B05.8"";""H19.2""]";[];0;8277;29
Kératite mycosique;"B49†; H19.2*";Kératite;"[""B49"";""H19.2""]";[];0;8278;18
Kératite au cours de maladie parasitaire;"B89†; H19.2*";Kératite;"[""B89"";""H19.2""]";[];0;8279;40
Kératite au cours de maladie infectieuse;"B99†; H19.2*";Kératite;"[""B99"";""H19.2""]";[];0;8280;40
Carence en vitamine A avec Kératite xérotique;"E50.4†; H19.3*";Kératite;"[""E50.4"";""H19.3""]";[];0;8281;45
Kératite héréditaire;H16.8;Kératite;"[""H16.8""]";[];0;8282;20
Kératocône;H18.6;Kératocône;"[""H18.6""]";[];0;8283;10
Syndrome de Sjögren avec Kératoconjonctivite;"M35.0†; H19.3*";Kératoconjonctivite;"[""M35.0"";""H19.3""]";[];0;8284;44
Kératose [Kératodermie] palmaire et plantaire acquise;L85.1;Kératodermie;"[""L85.1""]";[];0;8285;53
Kératodermie dans le syndrome de Reiter;"M02.39†; L86*";Kératodermie;"[""M02.39"";""L86""]";[];0;8286;39
Keratomycosis nigricans palmaris;B36.1;Keratomycosis;"[""B36.1""]";[];0;8287;32
Syndrome de leucoencéphalopathie-Kératose palmoplantaire;"G93.4; Q82.8";Kératose;"[""G93.4"";""Q82.8""]";[];0;8288;56
Kératose ponctuée (palmaire et plantaire);L85.2;Kératose;"[""L85.2""]";[];0;8289;41
Kératose palmoplantaire avec paralysie spastique;"Q82.8; G11.4";Kératose;"[""Q82.8"";""G11.4""]";[];0;8290;48
Maladie de Kienböck de l’adulte;M93.1;Kienböck;"[""M93.1""]";[];0;8291;31
Pneumonie due à Klebsiella pneumoniae;J15.0;Klebsiella;"[""J15.0""]";[];0;8292;37
Pneumonie congénitale à Klebsiella pneumoniae;"P23.6; B96.2!";Klebsiella;"[""P23.6"";""B96.2""]";[];0;8293;45
Klebsiella pneumoniae multirésistant 2MRGN Pédiatrie/Néonatologie;U81.01!;Klebsiella;"[""U81.01""]";[];0;8294;65
Klebsiella oxytoca multirésistant 2MRGN Pédiatrie/Néonatologie;U81.02!;Klebsiella;"[""U81.02""]";[];0;8295;62
Klebsiella pneumoniae multirésistant 3MRGN;U81.21!;Klebsiella;"[""U81.21""]";[];0;8296;42
Klebsiella oxytoca multirésistant 3MRGN;U81.22!;Klebsiella;"[""U81.22""]";[];0;8297;39
Klebsiella pneumoniae multirésistant 4MRGN;U81.41!;Klebsiella;"[""U81.41""]";[];0;8298;42
Klebsiella oxytoca multirésistant 4MRGN;U81.42!;Klebsiella;"[""U81.42""]";[];0;8299;39
Syndrome de Kleine-Levin;G47.8;Kleine;"[""G47.8""]";[];0;8300;24
Ostéochondrite (juvénile) de: corps patellaire [Köhler];M92.4;Köhler;"[""M92.4""]";[];0;8301;55
Kwashiorkor;E40;Kwashiorkor;"[""E40""]";[];0;8302;11
Kyste de la rate;D73.4;Kyste;"[""D73.4""]";[];0;8303;16
Kyste péri-radiculaire;G54.8;Kyste;"[""G54.8""]";[];0;8304;22
Kyste de l’orbite;H05.8;Kyste;"[""H05.8""]";[];0;8305;17
Kyste (de): ora serrata;H33.1;Kyste;"[""H33.1""]";[];0;8306;23
Kyste et mucocèle du nez et des sinus du nez;J34.1;Kyste;"[""J34.1""]";[];0;8307;44
Kyste du pharynx ou du rhinopharynx;J39.2;Kyste;"[""J39.2""]";[];0;8308;35
Kyste mésentérique;K66.8;Kyste;"[""K66.8""]";[];0;8309;18
Kyste du pancréas;K86.2;Kyste;"[""K86.2""]";[];0;8310;17
Kyste du ménisque;M23.0;Kyste;"[""M23.0""]";[];0;8311;17
Kyste du ménisque: Localisations multiples;M23.00;Kyste;"[""M23.00""]";[];0;8312;42
Kyste du ménisque: Ménisque ;M23.09;Kyste;"[""M23.09""]";[];0;8313;28
Kyste;M67.4;Kyste;"[""M67.4""]";[];0;8314;5
Kyste solitaire des os;M85.4;Kyste;"[""M85.4""]";[];0;8315;22
"Kyste solitaire des os; main";M85.44;Kyste;"[""M85.44""]";[];0;8316;28
"Kyste solitaire des os; pied";M85.47;Kyste;"[""M85.47""]";[];0;8317;28
Kyste du sein;N60.0;Kyste;"[""N60.0""]";[];0;8318;13
Kyste rétentionnel de l’ovaire;N83.2;Kyste;"[""N83.2""]";[];0;8319;30
Kyste de la vulve;N90.7;Kyste;"[""N90.7""]";[];0;8320;17
Kystes périventriculaires acquis du nouveau-né;P91.1;Kyste;"[""P91.1""]";[];0;8321;46
Syndrome de ventriculomégalie-maladie des Kystes rénaux;"Q04.8; Q61.9";Kyste;"[""Q04.8"";""Q61.9""]";[];0;8322;55
Kyste congénital du médiastin;Q34.1;Kyste;"[""Q34.1""]";[];0;8323;29
Kyste pancréatique congénital;Q45.2;Kyste;"[""Q45.2""]";[];0;8324;29
Kyste du rein (congénital) (unique);Q61.0;Kyste;"[""Q61.0""]";[];0;8325;35
Labyrinthite;H83.0;Labyrinthite;"[""H83.0""]";[];0;8326;12
Affections de l’appareil Lacrymal;H04;Lacrymal;"[""H04""]";[];0;8327;33
"Malformations congénitales des paupières; de l’appareil Lacrymal et de l’orbite";Q10;Lacrymal;"[""Q10""]";[];0;8328;79
Plaie ouverte de la paupière et de la région périoculaire avec ou sans atteinte des voies Lacrymales;S01.1;Lacrymal;"[""S01.1""]";[];0;8329;100
Déficit congénital en Lactase;E73.0;Lactase;"[""E73.0""]";[];0;8330;29
Déficit secondaire en Lactase;E73.1;Lactase;"[""E73.1""]";[];0;8331;29
Syndrome Lacunaire moteur pur;"I67.9†; G46.5*";Lacunaire;"[""I67.9"";""G46.5""]";[];0;8332;29
Syndrome Lacunaire sensitif pur;"I67.9†; G46.6*";Lacunaire;"[""I67.9"";""G46.6""]";[];0;8333;31
Syndrome Lacunaire;"I67.9†; G46.7*";Lacunaire;"[""I67.9"";""G46.7""]";[];0;8334;18
Lagophtalmie;H02.2;Lagophtalmie;"[""H02.2""]";[];0;8335;12
LAM M6;C94.00;LAM M6;"[""C94.00""]";[];0;8336;6
Syndrome néphrotique infantile lié à LAMB2;N04.8;LAMB2;"[""N04.8""]";[];0;8337;42
Syndrome myasthénique de Lambert-Eaton;"C80.9†; G73.1*";Lambert-Eaton;"[""C80.9"";""G73.1""]";[];0;8338;38
"Traitement logopédique [rééducation de la voix; de la parole et du Langage]";Z50.5!;Langage;"[""Z50.5""]";[];0;8339;75
Partie mobile de la Langue ;C02.3;Langue;"[""C02.3""]";[];0;8340;27
Tumeur maligne: Lésion à localisations contiguës de la Langue;C02.8;Langue;"[""C02.8""]";[];0;8341;61
Larva migrans viscérale;B83.0;Larva;"[""B83.0""]";[];0;8342;23
infection par Larve de Taenia solium;B69;Larve;"[""B69""]";[];0;8343;36
Myiase Laryngée;B87.3;Laryngé;"[""B87.3""]";[];0;8344;15
Laryngite syphilitique congénitale;"A50.5†; J99.8*";Laryngite;"[""A50.5"";""J99.8""]";[];0;8345;34
Laryngite et trachéite aiguës;J04;Laryngite;"[""J04""]";[];0;8346;29
Laryngite (aiguë): œdémateuse;J04.0;Laryngite;"[""J04.0""]";[];0;8347;29
Laryngite à streptocoques;"J04.0; B95.5!";Laryngite;"[""J04.0"";""B95.5""]";[];0;8348;25
Trachéite (aiguë) avec Laryngite (aiguë);J04.2;Laryngite;"[""J04.2""]";[];0;8349;40
Laryngite et laryngo-trachéite chroniques;J37;Laryngite;"[""J37""]";[];0;8350;41
Trachéite chronique avec Laryngite;J37.1;Laryngite;"[""J37.1""]";[];0;8351;34
Laryngo-pharyngite aiguë;J06.0;Laryngo;"[""J06.0""]";[];0;8352;24
Laryngocèle;Q31.3;Laryngocèle;"[""Q31.3""]";[];0;8353;11
Laryngomalacie congénitale;Q31.5;Laryngomalacie;"[""Q31.5""]";[];0;8354;26
Laryngotrachéite à streptocoques;"J04.2; B95.5!";Laryngotrachéite;"[""J04.2"";""B95.5""]";[];0;8355;32
Tumeur maligne du Larynx;C32;Larynx;"[""C32""]";[];0;8356;24
Tumeur maligne: Lésion à localisations contiguës du Larynx;C32.8;Larynx;"[""C32.8""]";[];0;8357;58
Sténose du Larynx;J38.6;Larynx;"[""J38.6""]";[];0;8358;17
Plaie ouverte avec atteinte du Larynx et de la trachée;S11.0;Larynx;"[""S11.0""]";[];0;8359;54
Corps étranger dans le Larynx;T17.3;Larynx;"[""T17.3""]";[];0;8360;29
Présence d’un Larynx artificiel;Z96.3;Larynx;"[""Z96.3""]";[];0;8361;31
Stade de Latence du lymphœdème;I89.08;Latence;"[""I89.08""]";[];0;8362;30
Syndrome de Laubry-Pezzi;"Q21.0; Q23.1";Laubry-Pezzi;"[""Q21.0"";""Q23.1""]";[];0;8363;24
Infection à Legionella pneumophila sans pneumonie;A48.2;Legionella;"[""A48.2""]";[];0;8364;49
Légionellose;A48.1;Légionellose;"[""A48.1""]";[];0;8365;12
Syndrome de Leigh avec leucodystrophie;"G31.88; E75.2";Leigh;"[""G31.88"";""E75.2""]";[];0;8366;38
Syndrome de Leigh avec syndrome néphrotique;"G31.88†; N08.8*";Leigh;"[""G31.88"";""N08.8""]";[];0;8367;43
Léiomyomatose péritonéale disséminée;D20.1;Léiomyomatose;"[""D20.1""]";[];0;8368;36
Léiomyome sous-muqueux de l’utérus;D25.0;Léiomyome;"[""D25.0""]";[];0;8369;34
Léiomyome sous-séreux de l’utérus;D25.2;Léiomyome;"[""D25.2""]";[];0;8370;33
Leishmaniose;B55;Leishmaniose;"[""B55""]";[];0;8371;12
Infection parasitaire de la paupière au cours de Leishmaniose;"B55.1†; H03.0*";Leishmaniose;"[""B55.1"";""H03.0""]";[];0;8372;61
Nécessité d’une vaccination contre la Leishmaniose;Z26.0;Leishmaniose;"[""Z26.0""]";[];0;8373;50
Maladie due au VIH avec infection à virus Lent;"B20; A81.9";Lent;"[""B20"";""A81.9""]";[];0;8374;46
Lenteur du travail ;O63.9;Lenteur;"[""O63.9""]";[];0;8375;19
Lenteur et manque de réactivité;R46.4;Lenteur;"[""R46.4""]";[];0;8376;31
Lentivirus;B97.3!;Lentivirus;"[""B97.3""]";[];0;8377;10
Léontiasis syphilitique congénitale;"A50.5†; M90.89*";Léontiasis;"[""A50.5"";""M90.89""]";[];0;8378;35
Lepra interpolaris;A30.8;Lepra interpolaris;"[""A30.8""]";[];0;8379;18
Lèpre tuberculoïde [Tuberculoïde polaire (TT)];A30.1;Lèpre;"[""A30.1""]";[];0;8380;46
Lèpre lépromateuse [Lépromateuse polaire (LL)];A30.5;Lèpre;"[""A30.5""]";[];0;8381;46
Lèpre;A30.9;Lèpre;"[""A30.9""]";[];0;8382;5
Séquelles de Lèpre;B92;Lèpre;"[""B92""]";[];0;8383;18
Leptoméningite tuberculeuse;A17.0†;Leptoméningite;"[""A17.0""]";[];0;8384;27
Méningite à Leptospira;"A27.9†; G01*";Leptospira;"[""A27.9"";""G01""]";[];0;8385;22
Leptospirosis;A27.9;Leptospirosis;"[""A27.9""]";[];0;8386;13
Ostéoporose localisée [Lequesne];M81.6;Lequesne;"[""M81.6""]";[];0;8387;32
Leucémie à plasmocytes;C90.1;Leucémie;"[""C90.1""]";[];0;8388;22
Leucémie plasmocytaire en rémission complète;C90.11;Leucémie;"[""C90.11""]";[];0;8389;44
Leucémie lymphoïde;C91;Leucémie;"[""C91""]";[];0;8390;18
Leucémie lymphoïde aiguë [LLA];C91.0;Leucémie;"[""C91.0""]";[];0;8391;30
Leucémie à tricholeucocytes;C91.4;Leucémie;"[""C91.4""]";[];0;8392;27
